category,title,content
pricing,What is the price of Farming tools?,"The price of Farming tools depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vifaa vya kilimo ni kiasi gani?,"Bei ya Vifaa vya kilimo inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Farming tools for bulk orders?,Bulk pricing on Farming tools may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Tractors available in stock?,"Yes, Tractors is available under the Agriculture category. Availability and exact stock levels may vary by seller."
products,Where can I find Tractors?,You can find Tractors listed under the Agriculture category. Our agent can help you compare sellers and options.
products,"Nahitaji Tractor, mnayo?","Ndiyo, Tractor (Tractors) inapatikana kwenye category ya Agriculture. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Tractors?,"The price of Tractors depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Tractor ni kiasi gani?,"Bei ya Tractor inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Tractors for bulk orders?,Bulk pricing on Tractors may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Sprayers available in stock?,"Yes, Sprayers is available under the Agriculture category. Availability and exact stock levels may vary by seller."
products,Where can I find Sprayers?,You can find Sprayers listed under the Agriculture category. Our agent can help you compare sellers and options.
products,"Nahitaji Mashine za kunyunyizia, mnayo?","Ndiyo, Mashine za kunyunyizia (Sprayers) inapatikana kwenye category ya Agriculture. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Sprayers?,"The price of Sprayers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mashine za kunyunyizia ni kiasi gani?,"Bei ya Mashine za kunyunyizia inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Sprayers for bulk orders?,Bulk pricing on Sprayers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Greenhouse materials available in stock?,"Yes, Greenhouse materials is available under the Agriculture category. Availability and exact stock levels may vary by seller."
products,Where can I find Greenhouse materials?,You can find Greenhouse materials listed under the Agriculture category. Our agent can help you compare sellers and options.
products,"Nahitaji Vifaa vya greenhouse, mnayo?","Ndiyo, Vifaa vya greenhouse (Greenhouse materials) inapatikana kwenye category ya Agriculture. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Greenhouse materials?,"The price of Greenhouse materials depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vifaa vya greenhouse ni kiasi gani?,"Bei ya Vifaa vya greenhouse inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Greenhouse materials for bulk orders?,Bulk pricing on Greenhouse materials may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Solar panels available in stock?,"Yes, Solar panels is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Solar panels?,You can find Solar panels listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Paneli za sola, mnayo?","Ndiyo, Paneli za sola (Solar panels) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Solar panels?,"The price of Solar panels depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Paneli za sola ni kiasi gani?,"Bei ya Paneli za sola inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Solar panels for bulk orders?,Bulk pricing on Solar panels may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Solar batteries available in stock?,"Yes, Solar batteries is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Solar batteries?,You can find Solar batteries listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Betri za sola, mnayo?","Ndiyo, Betri za sola (Solar batteries) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Solar batteries?,"The price of Solar batteries depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Betri za sola ni kiasi gani?,"Bei ya Betri za sola inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Solar batteries for bulk orders?,Bulk pricing on Solar batteries may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Solar lights available in stock?,"Yes, Solar lights is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Solar lights?,You can find Solar lights listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Taa za sola, mnayo?","Ndiyo, Taa za sola (Solar lights) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Solar lights?,"The price of Solar lights depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Taa za sola ni kiasi gani?,"Bei ya Taa za sola inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Solar lights for bulk orders?,Bulk pricing on Solar lights may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Solar street lights available in stock?,"Yes, Solar street lights is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Solar street lights?,You can find Solar street lights listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Taa za sola za barabarani, mnayo?","Ndiyo, Taa za sola za barabarani (Solar street lights) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Solar street lights?,"The price of Solar street lights depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Taa za sola za barabarani ni kiasi gani?,"Bei ya Taa za sola za barabarani inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Solar street lights for bulk orders?,Bulk pricing on Solar street lights may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Inverters available in stock?,"Yes, Inverters is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Inverters?,You can find Inverters listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Inverter, mnayo?","Ndiyo, Inverter (Inverters) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Inverters?,"The price of Inverters depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Inverter ni kiasi gani?,"Bei ya Inverter inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Inverters for bulk orders?,Bulk pricing on Inverters may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Charge controllers available in stock?,"Yes, Charge controllers is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Charge controllers?,You can find Charge controllers listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Charge controller, mnayo?","Ndiyo, Charge controller (Charge controllers) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Charge controllers?,"The price of Charge controllers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Charge controller ni kiasi gani?,"Bei ya Charge controller inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Charge controllers for bulk orders?,Bulk pricing on Charge controllers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Power banks available in stock?,"Yes, Power banks is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Power banks?,You can find Power banks listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Power bank, mnayo?","Ndiyo, Power bank (Power banks) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Power banks?,"The price of Power banks depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Power bank ni kiasi gani?,"Bei ya Power bank inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Power banks for bulk orders?,Bulk pricing on Power banks may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Generators available in stock?,"Yes, Generators is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Generators?,You can find Generators listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Generator, mnayo?","Ndiyo, Generator (Generators) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Generators?,"The price of Generators depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Generator ni kiasi gani?,"Bei ya Generator inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Generators for bulk orders?,Bulk pricing on Generators may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Extension cables available in stock?,"Yes, Extension cables is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Extension cables?,You can find Extension cables listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Kebo za kuongeza, mnayo?","Ndiyo, Kebo za kuongeza (Extension cables) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Extension cables?,"The price of Extension cables depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kebo za kuongeza ni kiasi gani?,"Bei ya Kebo za kuongeza inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Extension cables for bulk orders?,Bulk pricing on Extension cables may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Electric bulbs available in stock?,"Yes, Electric bulbs is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Electric bulbs?,You can find Electric bulbs listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Balbu, mnayo?","Ndiyo, Balbu (Electric bulbs) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Electric bulbs?,"The price of Electric bulbs depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Balbu ni kiasi gani?,"Bei ya Balbu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Electric bulbs for bulk orders?,Bulk pricing on Electric bulbs may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Rechargeable lamps available in stock?,"Yes, Rechargeable lamps is available under the Solar and Power category. Availability and exact stock levels may vary by seller."
products,Where can I find Rechargeable lamps?,You can find Rechargeable lamps listed under the Solar and Power category. Our agent can help you compare sellers and options.
products,"Nahitaji Taa zinazochajiwa, mnayo?","Ndiyo, Taa zinazochajiwa (Rechargeable lamps) inapatikana kwenye category ya Solar and Power. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Rechargeable lamps?,"The price of Rechargeable lamps depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Taa zinazochajiwa ni kiasi gani?,"Bei ya Taa zinazochajiwa inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Rechargeable lamps for bulk orders?,Bulk pricing on Rechargeable lamps may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Diapers available in stock?,"Yes, Diapers is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Diapers?,You can find Diapers listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Diapers, mnayo?","Ndiyo, Diapers (Diapers) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Diapers?,"The price of Diapers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Diapers ni kiasi gani?,"Bei ya Diapers inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Diapers for bulk orders?,Bulk pricing on Diapers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby formula available in stock?,"Yes, Baby formula is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby formula?,You can find Baby formula listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Maziwa ya watoto, mnayo?","Ndiyo, Maziwa ya watoto (Baby formula) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby formula?,"The price of Baby formula depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Maziwa ya watoto ni kiasi gani?,"Bei ya Maziwa ya watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby formula for bulk orders?,Bulk pricing on Baby formula may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby clothes available in stock?,"Yes, Baby clothes is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby clothes?,You can find Baby clothes listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Nguo za watoto, mnayo?","Ndiyo, Nguo za watoto (Baby clothes) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby clothes?,"The price of Baby clothes depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Nguo za watoto ni kiasi gani?,"Bei ya Nguo za watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby clothes for bulk orders?,Bulk pricing on Baby clothes may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby soap available in stock?,"Yes, Baby soap is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby soap?,You can find Baby soap listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Sabuni ya watoto, mnayo?","Ndiyo, Sabuni ya watoto (Baby soap) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby soap?,"The price of Baby soap depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sabuni ya watoto ni kiasi gani?,"Bei ya Sabuni ya watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby soap for bulk orders?,Bulk pricing on Baby soap may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby lotion available in stock?,"Yes, Baby lotion is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby lotion?,You can find Baby lotion listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Lotion ya watoto, mnayo?","Ndiyo, Lotion ya watoto (Baby lotion) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby lotion?,"The price of Baby lotion depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Lotion ya watoto ni kiasi gani?,"Bei ya Lotion ya watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby lotion for bulk orders?,Bulk pricing on Baby lotion may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby wipes available in stock?,"Yes, Baby wipes is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby wipes?,You can find Baby wipes listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Baby wipes, mnayo?","Ndiyo, Baby wipes (Baby wipes) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby wipes?,"The price of Baby wipes depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Baby wipes ni kiasi gani?,"Bei ya Baby wipes inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby wipes for bulk orders?,Bulk pricing on Baby wipes may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby bottles available in stock?,"Yes, Baby bottles is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby bottles?,You can find Baby bottles listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Chupa za watoto, mnayo?","Ndiyo, Chupa za watoto (Baby bottles) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby bottles?,"The price of Baby bottles depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Chupa za watoto ni kiasi gani?,"Bei ya Chupa za watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby bottles for bulk orders?,Bulk pricing on Baby bottles may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby food available in stock?,"Yes, Baby food is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby food?,You can find Baby food listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Chakula cha watoto, mnayo?","Ndiyo, Chakula cha watoto (Baby food) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby food?,"The price of Baby food depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Chakula cha watoto ni kiasi gani?,"Bei ya Chakula cha watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby food for bulk orders?,Bulk pricing on Baby food may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Baby shoes available in stock?,"Yes, Baby shoes is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Baby shoes?,You can find Baby shoes listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Viatu vya watoto, mnayo?","Ndiyo, Viatu vya watoto (Baby shoes) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Baby shoes?,"The price of Baby shoes depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Viatu vya watoto ni kiasi gani?,"Bei ya Viatu vya watoto inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Baby shoes for bulk orders?,Bulk pricing on Baby shoes may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Mosquito nets available in stock?,"Yes, Mosquito nets is available under the Baby Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Mosquito nets?,You can find Mosquito nets listed under the Baby Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Vyandarua, mnayo?","Ndiyo, Vyandarua (Mosquito nets) inapatikana kwenye category ya Baby Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Mosquito nets?,"The price of Mosquito nets depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vyandarua ni kiasi gani?,"Bei ya Vyandarua inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Mosquito nets for bulk orders?,Bulk pricing on Mosquito nets may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Books available in stock?,"Yes, Books is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Books?,You can find Books listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Vitabu, mnayo?","Ndiyo, Vitabu (Books) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Books?,"The price of Books depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vitabu ni kiasi gani?,"Bei ya Vitabu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Books for bulk orders?,Bulk pricing on Books may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Exercise books available in stock?,"Yes, Exercise books is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Exercise books?,You can find Exercise books listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Daftari, mnayo?","Ndiyo, Daftari (Exercise books) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Exercise books?,"The price of Exercise books depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Daftari ni kiasi gani?,"Bei ya Daftari inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Exercise books for bulk orders?,Bulk pricing on Exercise books may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Pens available in stock?,"Yes, Pens is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Pens?,You can find Pens listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Kalamu, mnayo?","Ndiyo, Kalamu (Pens) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Pens?,"The price of Pens depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kalamu ni kiasi gani?,"Bei ya Kalamu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Pens for bulk orders?,Bulk pricing on Pens may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Pencils available in stock?,"Yes, Pencils is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Pencils?,You can find Pencils listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Penseli, mnayo?","Ndiyo, Penseli (Pencils) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Pencils?,"The price of Pencils depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Penseli ni kiasi gani?,"Bei ya Penseli inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Pencils for bulk orders?,Bulk pricing on Pencils may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Markers available in stock?,"Yes, Markers is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Markers?,You can find Markers listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Marker, mnayo?","Ndiyo, Marker (Markers) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Markers?,"The price of Markers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Marker ni kiasi gani?,"Bei ya Marker inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Markers for bulk orders?,Bulk pricing on Markers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Rulers available in stock?,"Yes, Rulers is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Rulers?,You can find Rulers listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Rula, mnayo?","Ndiyo, Rula (Rulers) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Rulers?,"The price of Rulers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Rula ni kiasi gani?,"Bei ya Rula inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Rulers for bulk orders?,Bulk pricing on Rulers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Calculators available in stock?,"Yes, Calculators is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Calculators?,You can find Calculators listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Calculator, mnayo?","Ndiyo, Calculator (Calculators) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Calculators?,"The price of Calculators depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Calculator ni kiasi gani?,"Bei ya Calculator inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Calculators for bulk orders?,Bulk pricing on Calculators may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is School bags available in stock?,"Yes, School bags is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find School bags?,You can find School bags listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Begi la shule, mnayo?","Ndiyo, Begi la shule (School bags) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of School bags?,"The price of School bags depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Begi la shule ni kiasi gani?,"Bei ya Begi la shule inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on School bags for bulk orders?,Bulk pricing on School bags may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Printing paper available in stock?,"Yes, Printing paper is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Printing paper?,You can find Printing paper listed under the Stationery and Education category. Our agent can help you compare sellers and options.
