customer,category,answers,language
Nikinunua 3 jozi za Viatu vya michezo nitatozwa kiasi gani?,Viatu na Mikoba,"Bei ya Viatu vya michezo ni TZS 75,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Shinyanga ndani ya siku 7.",Kiswahili
How much would 5 litre of Engine oil 1L cost me?,"Motorcycles, Bicycles & Spare Parts","Thank you for your inquiry. Engine oil 1L is priced at TZS 10,000 and is available for delivery within 4 days.",English
What is the price of Soap bar?,Cosmetics & Personal Care,"Soap bar is available at TZS 3,000. Kindly note delivery to Tabora takes 3 days.",English
What's your best price for Sugar 50kg?,Food & Beverages,"Our price for Sugar 50kg is TZS 151,000, and we can deliver it to Tanga within 3 days.",English
Is Standard bicycle available in Songea?,"Motorcycles, Bicycles & Spare Parts","The current price for 5 piece of Standard bicycle is TZS 231,000. Delivery within 7 days is possible.",English
Can I get Primary school textbook delivered to Mwanza?,"Books, Education & Stationery","The current price for 3 piece of Primary school textbook is TZS 8,500. Delivery within 7 days is possible.",English
How long will delivery of Halotel daily bundle 1GB to Dodoma take?,Internet & Airtime Bundles,The price of Halotel daily bundle 1GB is TZS 500. It is currently in stock and can be delivered to Dodoma within 2 days.,English
Can you confirm the current price of Data bundle 500MB?,Internet & Airtime Bundles,"The current price for 2 bundle of Data bundle 500MB is TZS 1,500. Delivery within 1 days is possible.",English
Naomba mnithibitishie bei ya sasa ya Kitabu cha shule ya sekondari.,"Vitabu, Elimu na Vifaa vya Shule","Bei ya Kitabu cha shule ya sekondari ni TZS 13,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Mbeya ndani ya siku 4.",Kiswahili
"I want to buy SIM card registration, what is the price?",Internet & Airtime Bundles,"SIM card registration costs TZS 2,500 per line. We have it available and delivery takes about 2 days.",English
"Je, mnauza Oveni ya microwave? Kama ndiyo, bei yake ni ngapi?",Vifaa vya Nyumbani na Umeme,"Oveni ya microwave inauzwa TZS 259,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
Is Carpet (living room size) available in Kigoma?,Furniture & Home,"Carpet (living room size) is available at TZS 79,500. Kindly note delivery to Kigoma takes 7 days.",English
Is Women's dress available in Tabora?,Clothing & Textiles,"The price of Women's dress is TZS 51,500. It is currently in stock and can be delivered to Tabora within 2 days.",English
"Do you sell University past papers booklet? If so, at what price?","Books, Education & Stationery","The current price for 3 piece of University past papers booklet is TZS 5,500. Delivery within 1 days is possible.",English
What is the price of Chicken feed 50kg?,Agriculture & Livestock,"The price of Chicken feed 50kg is TZS 55,500. It is currently in stock and can be delivered to Arusha within 4 days.",English
Do you have Motorcycle chain in stock right now?,"Motorcycles, Bicycles & Spare Parts","Motorcycle chain is available at TZS 21,500. Kindly note delivery to Songea takes 1 days.",English
Nina hamu ya kununua Unga wa dona kilo 25. Bei yake ni ngapi?,Vyakula na Vinywaji,"Bei ya Unga wa dona kilo 25 ni TZS 32,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Zanzibar ndani ya siku 5.",Kiswahili
Can you confirm the current price of Denim jeans?,Clothing & Textiles,"Denim jeans is available at TZS 36,000. Kindly note delivery to Mwanza takes 4 days.",English
Bei ya Mafuta ya kupikia lita 20 ni ngapi?,Vyakula na Vinywaji,"Asante kwa swali lako. Mafuta ya kupikia lita 20 ina bei ya TZS 88,500 na inapatikana kwa usafirishaji ndani ya siku 1.",Kiswahili
Tafadhali nieleze bei ya Usajili wa laini pamoja na usafirishaji hadi Dar es Salaam.,Mifuko ya Intaneti na Salio,"Ndiyo, Usajili wa laini ipo dukani. Bei yake ni TZS 1,000 na usafirishaji hadi Dar es Salaam unachukua siku 1.",Kiswahili
Do you have Winter jacket in stock right now?,Clothing & Textiles,"Yes, Winter jacket is in stock. The price is TZS 61,000 and delivery to Moshi takes 4 days.",English
Naweza kupata Mchele kilo 25 kikaletwa Morogoro?,Vyakula na Vinywaji,"Bei ya sasa ya 1 gunia za Mchele kilo 25 ni TZS 61,000. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Do you have Electric kettle in stock right now?,Home Appliances & Electronics,"Our price for Electric kettle is TZS 42,500, and we can deliver it to Zanzibar within 2 days.",English
Bei ya Mchele kilo 25 ni ngapi?,Vyakula na Vinywaji,"Mchele kilo 25 inauzwa TZS 55,500 kwa gunia. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
Can you confirm the current price of USB flash drive 32GB?,"Computers, IT & Office","USB flash drive 32GB is available at TZS 19,000. Kindly note delivery to Mbeya takes 3 days.",English
"Nataka kununua Usajili wa laini, bei yake ni ngapi?",Mifuko ya Intaneti na Salio,"Kwa sasa tunauza Usajili wa laini kwa TZS 3,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
Nina hamu ya kununua Toyota Probox (mtumba). Bei yake ni ngapi?,Magari na Vipuri,"Kwa sasa tunauza Toyota Probox (mtumba) kwa TZS 16,739,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 2.",Kiswahili
How much would 2 piece of Motorcycle helmet cost me?,"Motorcycles, Bicycles & Spare Parts","We currently sell Motorcycle helmet at TZS 39,000. It's in stock and ready for delivery within 4 days.",English
What is the price of Fertilizer (NPK) 50kg?,Agriculture & Livestock,"Yes, Fertilizer (NPK) 50kg is in stock. The price is TZS 75,000 and delivery to Mbeya takes 7 days.",English
How long will delivery of Paracetamol (pack) to Mbeya take?,Health & Pharmacy,"The price of Paracetamol (pack) is TZS 3,500. It is currently in stock and can be delivered to Mbeya within 5 days.",English
"Je, mnayo Feni ya kusimama kwa sasa dukani?",Vifaa vya Nyumbani na Umeme,"Bei ya Feni ya kusimama ni TZS 80,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Moshi ndani ya siku 3.",Kiswahili
Bei ya Viatu vya ngozi vya wanaume ni ngapi?,Viatu na Mikoba,"Kwa sasa tunauza Viatu vya ngozi vya wanaume kwa TZS 59,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 1.",Kiswahili
"Je, mnayo Viatu vya michezo kwa sasa dukani?",Viatu na Mikoba,"Viatu vya michezo inapatikana kwa bei ya TZS 58,500. Tafadhali fahamu usafirishaji hadi Morogoro unachukua siku 5.",Kiswahili
Can you confirm the current price of Maize seeds 2kg?,Agriculture & Livestock,"Maize seeds 2kg costs TZS 14,000 per pack. We have it available and delivery takes about 7 days.",English
Can you confirm the current price of Curtains (per pair)?,Furniture & Home,"Our price for Curtains (per pair) is TZS 43,500, and we can deliver it to Arusha within 2 days.",English
Naweza kupata Tairi la baiskeli kikaletwa Mbeya?,"Pikipiki, Baiskeli na Vipuri","Bei ya Tairi la baiskeli ni TZS 17,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Mbeya ndani ya siku 1.",Kiswahili
Please tell me the cost of Soap bar including delivery to Tabora.,Cosmetics & Personal Care,"Thank you for your inquiry. Soap bar is priced at TZS 1,000 and is available for delivery within 3 days.",English
"Nataka kununua Laptop ya Dell (Core i3), bei yake ni ngapi?","Kompyuta, TEHAMA na Ofisi","Laptop ya Dell (Core i3) inauzwa TZS 849,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
"Do you sell Dairy cow? If so, at what price?",Agriculture & Livestock,"Yes, Dairy cow is in stock. The price is TZS 1,195,500 and delivery to Shinyanga takes 4 days.",English
"Je, mnayo Dawa ya kuzuia harufu mwilini kwa sasa dukani?",Vipodozi na Usafi wa Mwili,"Ndiyo, Dawa ya kuzuia harufu mwilini ipo dukani. Bei yake ni TZS 8,000 na usafirishaji hadi Arusha unachukua siku 1.",Kiswahili
How long will delivery of TTCL weekly bundle to Tabora take?,Internet & Airtime Bundles,"TTCL weekly bundle costs TZS 7,500 per bundle. We have it available and delivery takes about 5 days.",English
Can you confirm the current price of Khanga pair?,Clothing & Textiles,"The price of Khanga pair is TZS 29,000. It is currently in stock and can be delivered to Arusha within 1 days.",English
Seti ya jiometri inauzwa bei gani?,"Vitabu, Elimu na Vifaa vya Shule","Seti ya jiometri inapatikana kwa bei ya TZS 6,500. Tafadhali fahamu usafirishaji hadi Tanga unachukua siku 4.",Kiswahili
What is the price of Wheelbarrow?,Agriculture & Livestock,"Wheelbarrow costs TZS 68,000 per piece. We have it available and delivery takes about 4 days.",English
"Do you sell Kitenge fabric? If so, at what price?",Clothing & Textiles,"The current price for 1 meter of Kitenge fabric is TZS 16,500. Delivery within 4 days is possible.",English
"Je, mnayo Mafuta ya injini ya gari lita 4 kwa sasa dukani?",Magari na Vipuri,"Asante kwa swali lako. Mafuta ya injini ya gari lita 4 ina bei ya TZS 35,000 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
Is there a discount if I buy 1 pair of Women's sandals?,Shoes & Bags,"We currently sell Women's sandals at TZS 42,500. It's in stock and ready for delivery within 5 days.",English
Is TTCL weekly bundle available in Moshi?,Internet & Airtime Bundles,"Yes, TTCL weekly bundle is in stock. The price is TZS 6,000 and delivery to Moshi takes 5 days.",English
Bei ya Maharage kilo 100 ni ngapi?,Vyakula na Vinywaji,"Bei ya Maharage kilo 100 ni TZS 272,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Mwanza ndani ya siku 5.",Kiswahili
Bei ya Kipika mchele ni ngapi?,Vifaa vya Nyumbani na Umeme,"Bei yetu ya Kipika mchele ni TZS 66,500, na tunaweza kuisafirisha hadi Tabora ndani ya siku 3.",Kiswahili
"I want to buy Maasai shuka, what is the price?",Clothing & Textiles,"The price of Maasai shuka is TZS 28,000. It is currently in stock and can be delivered to Iringa within 4 days.",English
I'm interested in Mobile money withdrawal fee (100000). How much is it?,Internet & Airtime Bundles,"The current price for 5 transaction of Mobile money withdrawal fee (100000) is TZS 3,000. Delivery within 2 days is possible.",English
Usafirishaji wa Betri ya pikipiki hadi Mwanza unachukua muda gani?,"Pikipiki, Baiskeli na Vipuri","Betri ya pikipiki inapatikana kwa bei ya TZS 65,000. Tafadhali fahamu usafirishaji hadi Mwanza unachukua siku 5.",Kiswahili
What's your best price for Wheelbarrow?,Agriculture & Livestock,"Our price for Wheelbarrow is TZS 65,500, and we can deliver it to Tanga within 5 days.",English
Usafirishaji wa Mbegu za mahindi kilo 2 hadi Arusha unachukua muda gani?,Kilimo na Mifugo,"Bei yetu ya Mbegu za mahindi kilo 2 ni TZS 16,500, na tunaweza kuisafirisha hadi Arusha ndani ya siku 4.",Kiswahili
Bei ya Chaja ya simu ni ngapi?,Simu za Mkononi,"Bei ya Chaja ya simu ni TZS 10,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Kigoma ndani ya siku 7.",Kiswahili
Bei yenu nzuri zaidi ya Tairi la baiskeli ni ngapi?,"Pikipiki, Baiskeli na Vipuri","Ndiyo, Tairi la baiskeli ipo dukani. Bei yake ni TZS 13,500 na usafirishaji hadi Arusha unachukua siku 5.",Kiswahili
"Nataka kununua Barakoa (boksi la 50), bei yake ni ngapi?",Afya na Dawa,"Asante kwa swali lako. Barakoa (boksi la 50) ina bei ya TZS 14,500 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
"Je, mnayo Viatu vya shule kwa sasa dukani?",Viatu na Mikoba,"Ndiyo, Viatu vya shule ipo dukani. Bei yake ni TZS 32,000 na usafirishaji hadi Iringa unachukua siku 5.",Kiswahili
Usafirishaji wa Daftari (pakiti ya 10) hadi Shinyanga unachukua muda gani?,"Vitabu, Elimu na Vifaa vya Shule","Daftari (pakiti ya 10) inauzwa TZS 10,500 kwa pakiti. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
"Do you sell Maize seeds 2kg? If so, at what price?",Agriculture & Livestock,"Yes, Maize seeds 2kg is in stock. The price is TZS 15,500 and delivery to Morogoro takes 5 days.",English
How much does Kitenge fabric cost?,Clothing & Textiles,"We currently sell Kitenge fabric at TZS 19,000. It's in stock and ready for delivery within 7 days.",English
"Je, kuna punguzo nikinunua 1 kipande za Kabati la nguo?",Samani na Vifaa vya Nyumbani,"Bei yetu ya Kabati la nguo ni TZS 381,500, na tunaweza kuisafirisha hadi Kigoma ndani ya siku 1.",Kiswahili
Please tell me the cost of Wheelbarrow including delivery to Kigoma.,Agriculture & Livestock,"Yes, Wheelbarrow is in stock. The price is TZS 62,000 and delivery to Kigoma takes 1 days.",English
How much does Halotel daily bundle 1GB cost?,Internet & Airtime Bundles,The current price for 5 bundle of Halotel daily bundle 1GB is TZS 500. Delivery within 3 days is possible.,English
Is Deodorant available in Shinyanga?,Cosmetics & Personal Care,"Our price for Deodorant is TZS 6,500, and we can deliver it to Shinyanga within 2 days.",English
Tafadhali nieleze bei ya Bomba la umwagiliaji (kwa mita) pamoja na usafirishaji hadi Tanga.,Kilimo na Mifugo,"Bomba la umwagiliaji (kwa mita) inapatikana kwa bei ya TZS 4,500. Tafadhali fahamu usafirishaji hadi Tanga unachukua siku 5.",Kiswahili
Nikinunua 3 mfuko za Mfuko wa Halotel GB 1 wa siku nitatozwa kiasi gani?,Mifuko ya Intaneti na Salio,"Bei ya sasa ya 3 mfuko za Mfuko wa Halotel GB 1 wa siku ni TZS 1,500. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
What is the price for 5 bag of Fertilizer (NPK) 50kg?,Agriculture & Livestock,"We currently sell Fertilizer (NPK) 50kg at TZS 82,500. It's in stock and ready for delivery within 7 days.",English
Do you have Windscreen wiper in stock right now?,Vehicles & Auto Parts,"The current price for 3 piece of Windscreen wiper is TZS 28,000. Delivery within 7 days is possible.",English
"I want to buy Whiteboard marker (pack), what is the price?","Books, Education & Stationery","Our price for Whiteboard marker (pack) is TZS 9,000, and we can deliver it to Moshi within 7 days.",English
Can you confirm the current price of Cooking oil 20L?,Food & Beverages,"The current price for 3 jerrican of Cooking oil 20L is TZS 75,000. Delivery within 1 days is possible.",English
"Do you sell Internet router? If so, at what price?","Computers, IT & Office","Internet router costs TZS 63,000 per piece. We have it available and delivery takes about 7 days.",English
How much does Blender cost?,Home Appliances & Electronics,"The price of Blender is TZS 47,500. It is currently in stock and can be delivered to Mbeya within 5 days.",English
What is the price of Dining table (6-seater)?,Furniture & Home,"Our price for Dining table (6-seater) is TZS 367,500, and we can deliver it to Zanzibar within 5 days.",English
What is the price of Dairy cow?,Agriculture & Livestock,"Thank you for your inquiry. Dairy cow is priced at TZS 988,500 and is available for delivery within 2 days.",English
Nina hamu ya kununua Kiti cha ofisi. Bei yake ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Kiti cha ofisi inauzwa TZS 113,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
What is the price of Toothpaste?,Cosmetics & Personal Care,"Toothpaste costs TZS 5,000 per tube. We have it available and delivery takes about 3 days.",English
Nikinunua 1 kipande za Power bank ya 10000mAh nitatozwa kiasi gani?,Simu za Mkononi,"Asante kwa swali lako. Power bank ya 10000mAh ina bei ya TZS 28,500 na inapatikana kwa usafirishaji ndani ya siku 3.",Kiswahili
"Je, mnauza Jaketi la baridi? Kama ndiyo, bei yake ni ngapi?",Nguo na Mavazi,"Ndiyo, Jaketi la baridi ipo dukani. Bei yake ni TZS 38,000 na usafirishaji hadi Dar es Salaam unachukua siku 2.",Kiswahili
Is Car air freshener available in Dar es Salaam?,Vehicles & Auto Parts,"Our price for Car air freshener is TZS 4,000, and we can deliver it to Dar es Salaam within 1 days.",English
Bei yenu nzuri zaidi ya Mkoba wa ngozi ni ngapi?,Viatu na Mikoba,"Bei ya sasa ya 1 kipande za Mkoba wa ngozi ni TZS 60,500. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
Can you confirm the current price of Motorcycle helmet?,"Motorcycles, Bicycles & Spare Parts","Yes, Motorcycle helmet is in stock. The price is TZS 41,000 and delivery to Mbeya takes 2 days.",English
"Je, Sanduku la safari inapatikana Zanzibar?",Viatu na Mikoba,"Ndiyo, Sanduku la safari ipo dukani. Bei yake ni TZS 92,000 na usafirishaji hadi Zanzibar unachukua siku 7.",Kiswahili
Can you confirm the current price of First aid kit?,Health & Pharmacy,"The current price for 5 kit of First aid kit is TZS 53,000. Delivery within 1 days is possible.",English
Bei ya 10 pakiti za Maji ya chupa pakiti ya 24 ni ngapi?,Vyakula na Vinywaji,"Maji ya chupa pakiti ya 24 inauzwa TZS 8,500 kwa pakiti. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
Tafadhali nieleze bei ya Unga wa dona kilo 25 pamoja na usafirishaji hadi Moshi.,Vyakula na Vinywaji,"Bei ya Unga wa dona kilo 25 ni TZS 32,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Moshi ndani ya siku 2.",Kiswahili
How much does Phone charger cost?,Mobile Phones,"The price of Phone charger is TZS 13,000. It is currently in stock and can be delivered to Zanzibar within 2 days.",English
Do you have Hisense refrigerator 150L in stock right now?,Home Appliances & Electronics,"We currently sell Hisense refrigerator 150L at TZS 737,000. It's in stock and ready for delivery within 7 days.",English
Kijitabu cha maswali ya mitihani ya chuo inauzwa bei gani?,"Vitabu, Elimu na Vifaa vya Shule","Bei yetu ya Kijitabu cha maswali ya mitihani ya chuo ni TZS 6,500, na tunaweza kuisafirisha hadi Zanzibar ndani ya siku 5.",Kiswahili
"Je, Seti ya vipodozi inapatikana Moshi?",Vipodozi na Usafi wa Mwili,"Bei ya sasa ya 3 seti za Seti ya vipodozi ni TZS 38,000. Usafirishaji ndani ya siku 4 unawezekana.",Kiswahili
Nikinunua 2 kipande za Waipa ya kioo cha mbele nitatozwa kiasi gani?,Magari na Vipuri,"Bei ya Waipa ya kioo cha mbele ni TZS 29,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Dodoma ndani ya siku 7.",Kiswahili
Is School uniform set available in Mwanza?,Clothing & Textiles,"Yes, School uniform set is in stock. The price is TZS 27,000 and delivery to Mwanza takes 4 days.",English
"Je, kuna punguzo nikinunua 1 seti za Seti ya vipodozi?",Vipodozi na Usafi wa Mwili,"Seti ya vipodozi inauzwa TZS 47,500 kwa seti. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
Bei yenu nzuri zaidi ya Kuku wa mayai ni ngapi?,Kilimo na Mifugo,"Ndiyo, Kuku wa mayai ipo dukani. Bei yake ni TZS 13,500 na usafirishaji hadi Kigoma unachukua siku 3.",Kiswahili
"Je, mnayo Laptop ya HP (Core i5) kwa sasa dukani?","Kompyuta, TEHAMA na Ofisi","Bei ya Laptop ya HP (Core i5) ni TZS 1,019,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Zanzibar ndani ya siku 5.",Kiswahili
"Do you sell itel A70? If so, at what price?",Mobile Phones,"itel A70 is available at TZS 200,000. Kindly note delivery to Zanzibar takes 4 days.",English
Nikinunua 1 jozi za Viatu vya michezo nitatozwa kiasi gani?,Viatu na Mikoba,"Viatu vya michezo inapatikana kwa bei ya TZS 69,000. Tafadhali fahamu usafirishaji hadi Dar es Salaam unachukua siku 5.",Kiswahili
Nina hamu ya kununua Kitabu cha shule ya msingi. Bei yake ni ngapi?,"Vitabu, Elimu na Vifaa vya Shule","Kitabu cha shule ya msingi inauzwa TZS 6,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 5.",Kiswahili
How much would 5 set of Makeup kit cost me?,Cosmetics & Personal Care,"Our price for Makeup kit is TZS 28,500, and we can deliver it to Iringa within 4 days.",English
Is Car battery available in Tanga?,Vehicles & Auto Parts,"Car battery is available at TZS 201,500. Kindly note delivery to Tanga takes 4 days.",English
"Je, mnayo Mkoba wa ngozi kwa sasa dukani?",Viatu na Mikoba,"Kwa sasa tunauza Mkoba wa ngozi kwa TZS 50,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
Naweza kupata Mfuko wa TTCL wa wiki kikaletwa Iringa?,Mifuko ya Intaneti na Salio,"Mfuko wa TTCL wa wiki inauzwa TZS 5,500 kwa mfuko. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
Is there a discount if I buy 3 piece of Blender?,Home Appliances & Electronics,"Blender is available at TZS 69,500. Kindly note delivery to Tanga takes 3 days.",English
What is the price of Office desk?,"Computers, IT & Office","Our price for Office desk is TZS 203,000, and we can deliver it to Kigoma within 4 days.",English
Tafadhali nieleze bei ya Kitabu cha shule ya msingi pamoja na usafirishaji hadi Tabora.,"Vitabu, Elimu na Vifaa vya Shule","Kitabu cha shule ya msingi inapatikana kwa bei ya TZS 4,500. Tafadhali fahamu usafirishaji hadi Tabora unachukua siku 1.",Kiswahili
"Je, mnauza Barakoa (boksi la 50)? Kama ndiyo, bei yake ni ngapi?",Afya na Dawa,"Asante kwa swali lako. Barakoa (boksi la 50) ina bei ya TZS 14,500 na inapatikana kwa usafirishaji ndani ya siku 3.",Kiswahili
Tafadhali nieleze bei ya Usajili wa laini pamoja na usafirishaji hadi Morogoro.,Mifuko ya Intaneti na Salio,"Usajili wa laini inapatikana kwa bei ya TZS 1,500. Tafadhali fahamu usafirishaji hadi Morogoro unachukua siku 4.",Kiswahili
What's your best price for USB flash drive 32GB?,"Computers, IT & Office","Yes, USB flash drive 32GB is in stock. The price is TZS 12,500 and delivery to Tabora takes 5 days.",English
Can you confirm the current price of Cough syrup?,Health & Pharmacy,"Our price for Cough syrup is TZS 9,500, and we can deliver it to Tanga within 5 days.",English
"Je, mnayo Power bank ya 10000mAh kwa sasa dukani?",Simu za Mkononi,"Kwa sasa tunauza Power bank ya 10000mAh kwa TZS 41,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.",Kiswahili
"I want to buy Hand sanitizer 500ml, what is the price?",Health & Pharmacy,"Yes, Hand sanitizer 500ml is in stock. The price is TZS 11,000 and delivery to Mwanza takes 5 days.",English
Usafirishaji wa Infinix Hot 40 hadi Mwanza unachukua muda gani?,Simu za Mkononi,"Infinix Hot 40 inapatikana kwa bei ya TZS 271,500. Tafadhali fahamu usafirishaji hadi Mwanza unachukua siku 4.",Kiswahili
How much does Perfume cost?,Cosmetics & Personal Care,"Perfume is available at TZS 56,000. Kindly note delivery to Tanga takes 7 days.",English
How long will delivery of Bottled water 24pk to Moshi take?,Food & Beverages,"The current price for 3 pack of Bottled water 24pk is TZS 10,500. Delivery within 7 days is possible.",English
"I want to buy Shea butter, what is the price?",Cosmetics & Personal Care,"The price of Shea butter is TZS 8,500. It is currently in stock and can be delivered to Arusha within 2 days.",English
Bei yenu nzuri zaidi ya Mfuko wa TTCL wa wiki ni ngapi?,Mifuko ya Intaneti na Salio,"Mfuko wa TTCL wa wiki inauzwa TZS 5,500 kwa mfuko. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
"Je, Mbolea (UREA) kilo 50 inapatikana Iringa?",Kilimo na Mifugo,"Mbolea (UREA) kilo 50 inapatikana kwa bei ya TZS 75,500. Tafadhali fahamu usafirishaji hadi Iringa unachukua siku 5.",Kiswahili
"Do you sell Whiteboard marker (pack)? If so, at what price?","Books, Education & Stationery","Yes, Whiteboard marker (pack) is in stock. The price is TZS 11,500 and delivery to Tabora takes 4 days.",English
How long will delivery of External hard drive 1TB to Dar es Salaam take?,"Computers, IT & Office","External hard drive 1TB is available at TZS 111,500. Kindly note delivery to Dar es Salaam takes 2 days.",English
"Do you sell Screen protector? If so, at what price?",Mobile Phones,"Thank you for your inquiry. Screen protector is priced at TZS 7,000 and is available for delivery within 3 days.",English
Bei yenu nzuri zaidi ya Power bank ya 10000mAh ni ngapi?,Simu za Mkononi,"Power bank ya 10000mAh inauzwa TZS 47,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
"Je, mnayo Mafuta ya injini lita 1 kwa sasa dukani?","Pikipiki, Baiskeli na Vipuri","Bei ya Mafuta ya injini lita 1 ni TZS 13,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Mbeya ndani ya siku 5.",Kiswahili
How long will delivery of Bicycle bell to Shinyanga take?,"Motorcycles, Bicycles & Spare Parts","The price of Bicycle bell is TZS 2,500. It is currently in stock and can be delivered to Shinyanga within 5 days.",English
What is the price for 3 bundle of Vodacom unlimited social bundle?,Internet & Airtime Bundles,"We currently sell Vodacom unlimited social bundle at TZS 4,000. It's in stock and ready for delivery within 5 days.",English
Vocha ya salio 5000 inauzwa bei gani?,Mifuko ya Intaneti na Salio,"Bei yetu ya Vocha ya salio 5000 ni TZS 5,000, na tunaweza kuisafirisha hadi Tabora ndani ya siku 3.",Kiswahili
Nina hamu ya kununua Mbegu za mahindi kilo 2. Bei yake ni ngapi?,Kilimo na Mifugo,"Mbegu za mahindi kilo 2 inauzwa TZS 17,000 kwa pakiti. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
Can you confirm the current price of Rice 25kg?,Food & Beverages,"Our price for Rice 25kg is TZS 73,000, and we can deliver it to Iringa within 1 days.",English
Can you confirm the current price of Maize seeds 2kg?,Agriculture & Livestock,"Thank you for your inquiry. Maize seeds 2kg is priced at TZS 15,000 and is available for delivery within 3 days.",English
"Je, mnauza Kioo cha pembeni? Kama ndiyo, bei yake ni ngapi?",Magari na Vipuri,"Kioo cha pembeni inauzwa TZS 42,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
"Je, mnayo Router ya intaneti kwa sasa dukani?","Kompyuta, TEHAMA na Ofisi","Bei ya Router ya intaneti ni TZS 89,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Songea ndani ya siku 1.",Kiswahili
What is the price of Malaria test kit?,Health & Pharmacy,"We currently sell Malaria test kit at TZS 5,500. It's in stock and ready for delivery within 5 days.",English
Can you confirm the current price of Standard bicycle?,"Motorcycles, Bicycles & Spare Parts","Standard bicycle is available at TZS 274,500. Kindly note delivery to Tanga takes 3 days.",English
What is the price for 3 piece of Tecno Spark 20?,Mobile Phones,"Our price for Tecno Spark 20 is TZS 296,500, and we can deliver it to Arusha within 7 days.",English
How much would 1 bottle of Hand sanitizer 500ml cost me?,Health & Pharmacy,"Hand sanitizer 500ml costs TZS 8,500 per bottle. We have it available and delivery takes about 1 days.",English
"Je, kuna punguzo nikinunua 3 kipande za Meza ya ofisi?","Kompyuta, TEHAMA na Ofisi","Meza ya ofisi inapatikana kwa bei ya TZS 332,500. Tafadhali fahamu usafirishaji hadi Mbeya unachukua siku 5.",Kiswahili
What is the price of Electric iron?,Home Appliances & Electronics,"The price of Electric iron is TZS 31,500. It is currently in stock and can be delivered to Dar es Salaam within 3 days.",English
Naweza kupata Ryimu ya karatasi A4 kikaletwa Songea?,"Kompyuta, TEHAMA na Ofisi","Ryimu ya karatasi A4 inapatikana kwa bei ya TZS 17,500. Tafadhali fahamu usafirishaji hadi Songea unachukua siku 2.",Kiswahili
Tafadhali nieleze bei ya Kofia ya pikipiki pamoja na usafirishaji hadi Tabora.,"Pikipiki, Baiskeli na Vipuri","Kwa sasa tunauza Kofia ya pikipiki kwa TZS 26,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 1.",Kiswahili
Is there a discount if I buy 1 pack of Maize seeds 2kg?,Agriculture & Livestock,"Thank you for your inquiry. Maize seeds 2kg is priced at TZS 14,500 and is available for delivery within 3 days.",English
Tafadhali nieleze bei ya Router ya intaneti pamoja na usafirishaji hadi Songea.,"Kompyuta, TEHAMA na Ofisi","Bei ya sasa ya 2 kipande za Router ya intaneti ni TZS 80,000. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
"Do you sell Women's sandals? If so, at what price?",Shoes & Bags,"Women's sandals is available at TZS 27,500. Kindly note delivery to Zanzibar takes 7 days.",English
