category,product_english,product_swahili,question,answer
Phones and Electronics,Fans,Feni,Do you have Fans?,"Yes, Fans (Feni) can be searched in the Phones and Electronics category."
Phones and Electronics,Fans,Feni,Nahitaji Feni.,"Ndiyo, Feni (Fans) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Fans,Feni,Bei ya Feni ni kiasi gani?,"Bei ya Feni inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Fans,Feni,Can you recommend Fans?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Fans.
Phones and Electronics,Fans,Feni,Where can I find Fans?,You can find Fans under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Fridges,Friji,What is Fridges?,Fridges (Friji) is available under the Phones and Electronics category.
Phones and Electronics,Fridges,Friji,Do you have Fridges?,"Yes, Fridges (Friji) can be searched in the Phones and Electronics category."
Phones and Electronics,Fridges,Friji,Nahitaji Friji.,"Ndiyo, Friji (Fridges) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Fridges,Friji,Bei ya Friji ni kiasi gani?,"Bei ya Friji inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Fridges,Friji,Can you recommend Fridges?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Fridges.
Phones and Electronics,Fridges,Friji,Where can I find Fridges?,You can find Fridges under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Washing machines,Mashine za kufulia,What is Washing machines?,Washing machines (Mashine za kufulia) is available under the Phones and Electronics category.
Phones and Electronics,Washing machines,Mashine za kufulia,Do you have Washing machines?,"Yes, Washing machines (Mashine za kufulia) can be searched in the Phones and Electronics category."
Phones and Electronics,Washing machines,Mashine za kufulia,Nahitaji Mashine za kufulia.,"Ndiyo, Mashine za kufulia (Washing machines) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Washing machines,Mashine za kufulia,Bei ya Mashine za kufulia ni kiasi gani?,"Bei ya Mashine za kufulia inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Washing machines,Mashine za kufulia,Can you recommend Washing machines?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Washing machines.
Phones and Electronics,Washing machines,Mashine za kufulia,Where can I find Washing machines?,You can find Washing machines under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Blenders,Blender,What is Blenders?,Blenders (Blender) is available under the Phones and Electronics category.
Phones and Electronics,Blenders,Blender,Do you have Blenders?,"Yes, Blenders (Blender) can be searched in the Phones and Electronics category."
Phones and Electronics,Blenders,Blender,Nahitaji Blender.,"Ndiyo, Blender (Blenders) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Blenders,Blender,Bei ya Blender ni kiasi gani?,"Bei ya Blender inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Blenders,Blender,Can you recommend Blenders?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Blenders.
Phones and Electronics,Blenders,Blender,Where can I find Blenders?,You can find Blenders under the Phones and Electronics category. The agent can help compare available options.
Phones and Electronics,Irons,Pasi,What is Irons?,Irons (Pasi) is available under the Phones and Electronics category.
Phones and Electronics,Irons,Pasi,Do you have Irons?,"Yes, Irons (Pasi) can be searched in the Phones and Electronics category."
Phones and Electronics,Irons,Pasi,Nahitaji Pasi.,"Ndiyo, Pasi (Irons) ipo kwenye category ya Phones and Electronics."
Phones and Electronics,Irons,Pasi,Bei ya Pasi ni kiasi gani?,"Bei ya Pasi inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Phones and Electronics,Irons,Pasi,Can you recommend Irons?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Irons.
Phones and Electronics,Irons,Pasi,Where can I find Irons?,You can find Irons under the Phones and Electronics category. The agent can help compare available options.
Fashion,T-shirts,T-shirt,What is T-shirts?,T-shirts (T-shirt) is available under the Fashion category.
Fashion,T-shirts,T-shirt,Do you have T-shirts?,"Yes, T-shirts (T-shirt) can be searched in the Fashion category."
Fashion,T-shirts,T-shirt,Nahitaji T-shirt.,"Ndiyo, T-shirt (T-shirts) ipo kwenye category ya Fashion."
Fashion,T-shirts,T-shirt,Bei ya T-shirt ni kiasi gani?,"Bei ya T-shirt inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,T-shirts,T-shirt,Can you recommend T-shirts?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable T-shirts.
Fashion,T-shirts,T-shirt,Where can I find T-shirts?,You can find T-shirts under the Fashion category. The agent can help compare available options.
Fashion,Shirts,Mashati,What is Shirts?,Shirts (Mashati) is available under the Fashion category.
Fashion,Shirts,Mashati,Do you have Shirts?,"Yes, Shirts (Mashati) can be searched in the Fashion category."
Fashion,Shirts,Mashati,Nahitaji Mashati.,"Ndiyo, Mashati (Shirts) ipo kwenye category ya Fashion."
Fashion,Shirts,Mashati,Bei ya Mashati ni kiasi gani?,"Bei ya Mashati inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Shirts,Mashati,Can you recommend Shirts?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Shirts.
Fashion,Shirts,Mashati,Where can I find Shirts?,You can find Shirts under the Fashion category. The agent can help compare available options.
Fashion,Dresses,Magauni,What is Dresses?,Dresses (Magauni) is available under the Fashion category.
Fashion,Dresses,Magauni,Do you have Dresses?,"Yes, Dresses (Magauni) can be searched in the Fashion category."
Fashion,Dresses,Magauni,Nahitaji Magauni.,"Ndiyo, Magauni (Dresses) ipo kwenye category ya Fashion."
Fashion,Dresses,Magauni,Bei ya Magauni ni kiasi gani?,"Bei ya Magauni inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Dresses,Magauni,Can you recommend Dresses?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Dresses.
Fashion,Dresses,Magauni,Where can I find Dresses?,You can find Dresses under the Fashion category. The agent can help compare available options.
Fashion,Skirts,Sketi,What is Skirts?,Skirts (Sketi) is available under the Fashion category.
Fashion,Skirts,Sketi,Do you have Skirts?,"Yes, Skirts (Sketi) can be searched in the Fashion category."
Fashion,Skirts,Sketi,Nahitaji Sketi.,"Ndiyo, Sketi (Skirts) ipo kwenye category ya Fashion."
Fashion,Skirts,Sketi,Bei ya Sketi ni kiasi gani?,"Bei ya Sketi inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Skirts,Sketi,Can you recommend Skirts?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Skirts.
Fashion,Skirts,Sketi,Where can I find Skirts?,You can find Skirts under the Fashion category. The agent can help compare available options.
Fashion,Jeans,Jeans,What is Jeans?,Jeans (Jeans) is available under the Fashion category.
Fashion,Jeans,Jeans,Do you have Jeans?,"Yes, Jeans (Jeans) can be searched in the Fashion category."
Fashion,Jeans,Jeans,Nahitaji Jeans.,"Ndiyo, Jeans (Jeans) ipo kwenye category ya Fashion."
Fashion,Jeans,Jeans,Bei ya Jeans ni kiasi gani?,"Bei ya Jeans inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Jeans,Jeans,Can you recommend Jeans?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Jeans.
Fashion,Jeans,Jeans,Where can I find Jeans?,You can find Jeans under the Fashion category. The agent can help compare available options.
Fashion,Trousers,Suruali,What is Trousers?,Trousers (Suruali) is available under the Fashion category.
Fashion,Trousers,Suruali,Do you have Trousers?,"Yes, Trousers (Suruali) can be searched in the Fashion category."
Fashion,Trousers,Suruali,Nahitaji Suruali.,"Ndiyo, Suruali (Trousers) ipo kwenye category ya Fashion."
Fashion,Trousers,Suruali,Bei ya Suruali ni kiasi gani?,"Bei ya Suruali inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Trousers,Suruali,Can you recommend Trousers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Trousers.
Fashion,Trousers,Suruali,Where can I find Trousers?,You can find Trousers under the Fashion category. The agent can help compare available options.
Fashion,Hoodies,Hoodie,What is Hoodies?,Hoodies (Hoodie) is available under the Fashion category.
Fashion,Hoodies,Hoodie,Do you have Hoodies?,"Yes, Hoodies (Hoodie) can be searched in the Fashion category."
Fashion,Hoodies,Hoodie,Nahitaji Hoodie.,"Ndiyo, Hoodie (Hoodies) ipo kwenye category ya Fashion."
Fashion,Hoodies,Hoodie,Bei ya Hoodie ni kiasi gani?,"Bei ya Hoodie inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Hoodies,Hoodie,Can you recommend Hoodies?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Hoodies.
Fashion,Hoodies,Hoodie,Where can I find Hoodies?,You can find Hoodies under the Fashion category. The agent can help compare available options.
Fashion,Jackets,Jacket,What is Jackets?,Jackets (Jacket) is available under the Fashion category.
Fashion,Jackets,Jacket,Do you have Jackets?,"Yes, Jackets (Jacket) can be searched in the Fashion category."
Fashion,Jackets,Jacket,Nahitaji Jacket.,"Ndiyo, Jacket (Jackets) ipo kwenye category ya Fashion."
Fashion,Jackets,Jacket,Bei ya Jacket ni kiasi gani?,"Bei ya Jacket inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Jackets,Jacket,Can you recommend Jackets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Jackets.
Fashion,Jackets,Jacket,Where can I find Jackets?,You can find Jackets under the Fashion category. The agent can help compare available options.
Fashion,Shoes,Viatu,What is Shoes?,Shoes (Viatu) is available under the Fashion category.
Fashion,Shoes,Viatu,Do you have Shoes?,"Yes, Shoes (Viatu) can be searched in the Fashion category."
Fashion,Shoes,Viatu,Nahitaji Viatu.,"Ndiyo, Viatu (Shoes) ipo kwenye category ya Fashion."
Fashion,Shoes,Viatu,Bei ya Viatu ni kiasi gani?,"Bei ya Viatu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Shoes,Viatu,Can you recommend Shoes?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Shoes.
Fashion,Shoes,Viatu,Where can I find Shoes?,You can find Shoes under the Fashion category. The agent can help compare available options.
Fashion,Sneakers,Sneakers,What is Sneakers?,Sneakers (Sneakers) is available under the Fashion category.
Fashion,Sneakers,Sneakers,Do you have Sneakers?,"Yes, Sneakers (Sneakers) can be searched in the Fashion category."
Fashion,Sneakers,Sneakers,Nahitaji Sneakers.,"Ndiyo, Sneakers (Sneakers) ipo kwenye category ya Fashion."
Fashion,Sneakers,Sneakers,Bei ya Sneakers ni kiasi gani?,"Bei ya Sneakers inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Sneakers,Sneakers,Can you recommend Sneakers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Sneakers.
Fashion,Sneakers,Sneakers,Where can I find Sneakers?,You can find Sneakers under the Fashion category. The agent can help compare available options.
Fashion,Sandals,Sandals,What is Sandals?,Sandals (Sandals) is available under the Fashion category.
Fashion,Sandals,Sandals,Do you have Sandals?,"Yes, Sandals (Sandals) can be searched in the Fashion category."
Fashion,Sandals,Sandals,Nahitaji Sandals.,"Ndiyo, Sandals (Sandals) ipo kwenye category ya Fashion."
Fashion,Sandals,Sandals,Bei ya Sandals ni kiasi gani?,"Bei ya Sandals inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Sandals,Sandals,Can you recommend Sandals?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Sandals.
Fashion,Sandals,Sandals,Where can I find Sandals?,You can find Sandals under the Fashion category. The agent can help compare available options.
Fashion,Slippers,Slippers,What is Slippers?,Slippers (Slippers) is available under the Fashion category.
Fashion,Slippers,Slippers,Do you have Slippers?,"Yes, Slippers (Slippers) can be searched in the Fashion category."
Fashion,Slippers,Slippers,Nahitaji Slippers.,"Ndiyo, Slippers (Slippers) ipo kwenye category ya Fashion."
Fashion,Slippers,Slippers,Bei ya Slippers ni kiasi gani?,"Bei ya Slippers inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Slippers,Slippers,Can you recommend Slippers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Slippers.
Fashion,Slippers,Slippers,Where can I find Slippers?,You can find Slippers under the Fashion category. The agent can help compare available options.
Fashion,Handbags,Handbags,What is Handbags?,Handbags (Handbags) is available under the Fashion category.
Fashion,Handbags,Handbags,Do you have Handbags?,"Yes, Handbags (Handbags) can be searched in the Fashion category."
Fashion,Handbags,Handbags,Nahitaji Handbags.,"Ndiyo, Handbags (Handbags) ipo kwenye category ya Fashion."
Fashion,Handbags,Handbags,Bei ya Handbags ni kiasi gani?,"Bei ya Handbags inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Handbags,Handbags,Can you recommend Handbags?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Handbags.
Fashion,Handbags,Handbags,Where can I find Handbags?,You can find Handbags under the Fashion category. The agent can help compare available options.
Fashion,Backpacks,Mabegi ya mgongoni,What is Backpacks?,Backpacks (Mabegi ya mgongoni) is available under the Fashion category.
Fashion,Backpacks,Mabegi ya mgongoni,Do you have Backpacks?,"Yes, Backpacks (Mabegi ya mgongoni) can be searched in the Fashion category."
Fashion,Backpacks,Mabegi ya mgongoni,Nahitaji Mabegi ya mgongoni.,"Ndiyo, Mabegi ya mgongoni (Backpacks) ipo kwenye category ya Fashion."
Fashion,Backpacks,Mabegi ya mgongoni,Bei ya Mabegi ya mgongoni ni kiasi gani?,"Bei ya Mabegi ya mgongoni inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Backpacks,Mabegi ya mgongoni,Can you recommend Backpacks?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Backpacks.
Fashion,Backpacks,Mabegi ya mgongoni,Where can I find Backpacks?,You can find Backpacks under the Fashion category. The agent can help compare available options.
Fashion,Belts,Mikanda,What is Belts?,Belts (Mikanda) is available under the Fashion category.
Fashion,Belts,Mikanda,Do you have Belts?,"Yes, Belts (Mikanda) can be searched in the Fashion category."
Fashion,Belts,Mikanda,Nahitaji Mikanda.,"Ndiyo, Mikanda (Belts) ipo kwenye category ya Fashion."
Fashion,Belts,Mikanda,Bei ya Mikanda ni kiasi gani?,"Bei ya Mikanda inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Belts,Mikanda,Can you recommend Belts?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Belts.
Fashion,Belts,Mikanda,Where can I find Belts?,You can find Belts under the Fashion category. The agent can help compare available options.
Fashion,Watches,Saa,What is Watches?,Watches (Saa) is available under the Fashion category.
Fashion,Watches,Saa,Do you have Watches?,"Yes, Watches (Saa) can be searched in the Fashion category."
Fashion,Watches,Saa,Nahitaji Saa.,"Ndiyo, Saa (Watches) ipo kwenye category ya Fashion."
Fashion,Watches,Saa,Bei ya Saa ni kiasi gani?,"Bei ya Saa inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Watches,Saa,Can you recommend Watches?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Watches.
Fashion,Watches,Saa,Where can I find Watches?,You can find Watches under the Fashion category. The agent can help compare available options.
Fashion,Caps,Kofia,What is Caps?,Caps (Kofia) is available under the Fashion category.
Fashion,Caps,Kofia,Do you have Caps?,"Yes, Caps (Kofia) can be searched in the Fashion category."
Fashion,Caps,Kofia,Nahitaji Kofia.,"Ndiyo, Kofia (Caps) ipo kwenye category ya Fashion."
Fashion,Caps,Kofia,Bei ya Kofia ni kiasi gani?,"Bei ya Kofia inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Caps,Kofia,Can you recommend Caps?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Caps.
Fashion,Caps,Kofia,Where can I find Caps?,You can find Caps under the Fashion category. The agent can help compare available options.
Fashion,Hijabs,Hijab,What is Hijabs?,Hijabs (Hijab) is available under the Fashion category.
Fashion,Hijabs,Hijab,Do you have Hijabs?,"Yes, Hijabs (Hijab) can be searched in the Fashion category."
Fashion,Hijabs,Hijab,Nahitaji Hijab.,"Ndiyo, Hijab (Hijabs) ipo kwenye category ya Fashion."
Fashion,Hijabs,Hijab,Bei ya Hijab ni kiasi gani?,"Bei ya Hijab inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Hijabs,Hijab,Can you recommend Hijabs?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Hijabs.
Fashion,Hijabs,Hijab,Where can I find Hijabs?,You can find Hijabs under the Fashion category. The agent can help compare available options.
Fashion,Abayas,Abaya,What is Abayas?,Abayas (Abaya) is available under the Fashion category.
Fashion,Abayas,Abaya,Do you have Abayas?,"Yes, Abayas (Abaya) can be searched in the Fashion category."
Fashion,Abayas,Abaya,Nahitaji Abaya.,"Ndiyo, Abaya (Abayas) ipo kwenye category ya Fashion."
Fashion,Abayas,Abaya,Bei ya Abaya ni kiasi gani?,"Bei ya Abaya inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,Abayas,Abaya,Can you recommend Abayas?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Abayas.
Fashion,Abayas,Abaya,Where can I find Abayas?,You can find Abayas under the Fashion category. The agent can help compare available options.
Fashion,School uniforms,Sare za shule,What is School uniforms?,School uniforms (Sare za shule) is available under the Fashion category.
Fashion,School uniforms,Sare za shule,Do you have School uniforms?,"Yes, School uniforms (Sare za shule) can be searched in the Fashion category."
Fashion,School uniforms,Sare za shule,Nahitaji Sare za shule.,"Ndiyo, Sare za shule (School uniforms) ipo kwenye category ya Fashion."
Fashion,School uniforms,Sare za shule,Bei ya Sare za shule ni kiasi gani?,"Bei ya Sare za shule inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Fashion,School uniforms,Sare za shule,Can you recommend School uniforms?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable School uniforms.
Fashion,School uniforms,Sare za shule,Where can I find School uniforms?,You can find School uniforms under the Fashion category. The agent can help compare available options.
Home and Kitchen,Mattresses,Magodoro,What is Mattresses?,Mattresses (Magodoro) is available under the Home and Kitchen category.
Home and Kitchen,Mattresses,Magodoro,Do you have Mattresses?,"Yes, Mattresses (Magodoro) can be searched in the Home and Kitchen category."
Home and Kitchen,Mattresses,Magodoro,Nahitaji Magodoro.,"Ndiyo, Magodoro (Mattresses) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Mattresses,Magodoro,Bei ya Magodoro ni kiasi gani?,"Bei ya Magodoro inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Mattresses,Magodoro,Can you recommend Mattresses?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Mattresses.
Home and Kitchen,Mattresses,Magodoro,Where can I find Mattresses?,You can find Mattresses under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Beds,Vitanda,What is Beds?,Beds (Vitanda) is available under the Home and Kitchen category.
Home and Kitchen,Beds,Vitanda,Do you have Beds?,"Yes, Beds (Vitanda) can be searched in the Home and Kitchen category."
Home and Kitchen,Beds,Vitanda,Nahitaji Vitanda.,"Ndiyo, Vitanda (Beds) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Beds,Vitanda,Bei ya Vitanda ni kiasi gani?,"Bei ya Vitanda inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Beds,Vitanda,Can you recommend Beds?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Beds.
Home and Kitchen,Beds,Vitanda,Where can I find Beds?,You can find Beds under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Chairs,Viti,What is Chairs?,Chairs (Viti) is available under the Home and Kitchen category.
Home and Kitchen,Chairs,Viti,Do you have Chairs?,"Yes, Chairs (Viti) can be searched in the Home and Kitchen category."
Home and Kitchen,Chairs,Viti,Nahitaji Viti.,"Ndiyo, Viti (Chairs) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Chairs,Viti,Bei ya Viti ni kiasi gani?,"Bei ya Viti inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Chairs,Viti,Can you recommend Chairs?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Chairs.
Home and Kitchen,Chairs,Viti,Where can I find Chairs?,You can find Chairs under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Tables,Meza,What is Tables?,Tables (Meza) is available under the Home and Kitchen category.
Home and Kitchen,Tables,Meza,Do you have Tables?,"Yes, Tables (Meza) can be searched in the Home and Kitchen category."
Home and Kitchen,Tables,Meza,Nahitaji Meza.,"Ndiyo, Meza (Tables) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Tables,Meza,Bei ya Meza ni kiasi gani?,"Bei ya Meza inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Tables,Meza,Can you recommend Tables?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Tables.
Home and Kitchen,Tables,Meza,Where can I find Tables?,You can find Tables under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Sofas,Sofa,What is Sofas?,Sofas (Sofa) is available under the Home and Kitchen category.
Home and Kitchen,Sofas,Sofa,Do you have Sofas?,"Yes, Sofas (Sofa) can be searched in the Home and Kitchen category."
Home and Kitchen,Sofas,Sofa,Nahitaji Sofa.,"Ndiyo, Sofa (Sofas) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Sofas,Sofa,Bei ya Sofa ni kiasi gani?,"Bei ya Sofa inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Sofas,Sofa,Can you recommend Sofas?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Sofas.
Home and Kitchen,Sofas,Sofa,Where can I find Sofas?,You can find Sofas under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Curtains,Mapazia,What is Curtains?,Curtains (Mapazia) is available under the Home and Kitchen category.
Home and Kitchen,Curtains,Mapazia,Do you have Curtains?,"Yes, Curtains (Mapazia) can be searched in the Home and Kitchen category."
Home and Kitchen,Curtains,Mapazia,Nahitaji Mapazia.,"Ndiyo, Mapazia (Curtains) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Curtains,Mapazia,Bei ya Mapazia ni kiasi gani?,"Bei ya Mapazia inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Curtains,Mapazia,Can you recommend Curtains?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Curtains.
Home and Kitchen,Curtains,Mapazia,Where can I find Curtains?,You can find Curtains under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Carpets,Mazulia,What is Carpets?,Carpets (Mazulia) is available under the Home and Kitchen category.
Home and Kitchen,Carpets,Mazulia,Do you have Carpets?,"Yes, Carpets (Mazulia) can be searched in the Home and Kitchen category."
Home and Kitchen,Carpets,Mazulia,Nahitaji Mazulia.,"Ndiyo, Mazulia (Carpets) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Carpets,Mazulia,Bei ya Mazulia ni kiasi gani?,"Bei ya Mazulia inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Carpets,Mazulia,Can you recommend Carpets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Carpets.
Home and Kitchen,Carpets,Mazulia,Where can I find Carpets?,You can find Carpets under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Bedsheets,Mashuka,What is Bedsheets?,Bedsheets (Mashuka) is available under the Home and Kitchen category.
Home and Kitchen,Bedsheets,Mashuka,Do you have Bedsheets?,"Yes, Bedsheets (Mashuka) can be searched in the Home and Kitchen category."
Home and Kitchen,Bedsheets,Mashuka,Nahitaji Mashuka.,"Ndiyo, Mashuka (Bedsheets) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Bedsheets,Mashuka,Bei ya Mashuka ni kiasi gani?,"Bei ya Mashuka inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Bedsheets,Mashuka,Can you recommend Bedsheets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Bedsheets.
Home and Kitchen,Bedsheets,Mashuka,Where can I find Bedsheets?,You can find Bedsheets under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Pillows,Mito,What is Pillows?,Pillows (Mito) is available under the Home and Kitchen category.
Home and Kitchen,Pillows,Mito,Do you have Pillows?,"Yes, Pillows (Mito) can be searched in the Home and Kitchen category."
Home and Kitchen,Pillows,Mito,Nahitaji Mito.,"Ndiyo, Mito (Pillows) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Pillows,Mito,Bei ya Mito ni kiasi gani?,"Bei ya Mito inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Pillows,Mito,Can you recommend Pillows?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Pillows.
Home and Kitchen,Pillows,Mito,Where can I find Pillows?,You can find Pillows under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Blankets,Blanketi,What is Blankets?,Blankets (Blanketi) is available under the Home and Kitchen category.
Home and Kitchen,Blankets,Blanketi,Do you have Blankets?,"Yes, Blankets (Blanketi) can be searched in the Home and Kitchen category."
Home and Kitchen,Blankets,Blanketi,Nahitaji Blanketi.,"Ndiyo, Blanketi (Blankets) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Blankets,Blanketi,Bei ya Blanketi ni kiasi gani?,"Bei ya Blanketi inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Blankets,Blanketi,Can you recommend Blankets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Blankets.
Home and Kitchen,Blankets,Blanketi,Where can I find Blankets?,You can find Blankets under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Gas cookers,Jiko la gesi,What is Gas cookers?,Gas cookers (Jiko la gesi) is available under the Home and Kitchen category.
Home and Kitchen,Gas cookers,Jiko la gesi,Do you have Gas cookers?,"Yes, Gas cookers (Jiko la gesi) can be searched in the Home and Kitchen category."
Home and Kitchen,Gas cookers,Jiko la gesi,Nahitaji Jiko la gesi.,"Ndiyo, Jiko la gesi (Gas cookers) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Gas cookers,Jiko la gesi,Bei ya Jiko la gesi ni kiasi gani?,"Bei ya Jiko la gesi inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Gas cookers,Jiko la gesi,Can you recommend Gas cookers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Gas cookers.
Home and Kitchen,Gas cookers,Jiko la gesi,Where can I find Gas cookers?,You can find Gas cookers under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Gas cylinders,Mtungi wa gesi,What is Gas cylinders?,Gas cylinders (Mtungi wa gesi) is available under the Home and Kitchen category.
Home and Kitchen,Gas cylinders,Mtungi wa gesi,Do you have Gas cylinders?,"Yes, Gas cylinders (Mtungi wa gesi) can be searched in the Home and Kitchen category."
Home and Kitchen,Gas cylinders,Mtungi wa gesi,Nahitaji Mtungi wa gesi.,"Ndiyo, Mtungi wa gesi (Gas cylinders) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Gas cylinders,Mtungi wa gesi,Bei ya Mtungi wa gesi ni kiasi gani?,"Bei ya Mtungi wa gesi inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Gas cylinders,Mtungi wa gesi,Can you recommend Gas cylinders?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Gas cylinders.
Home and Kitchen,Gas cylinders,Mtungi wa gesi,Where can I find Gas cylinders?,You can find Gas cylinders under the Home and Kitchen category. The agent can help compare available options.
